"Year ","Port ","State","millionPounds"," millionDollars "
1990,"Ketchikan, AK","AK",52.6,28.3
1990,"Egegik, AK","AK",52.3,53.9
1990,"Seward, AK","AK",51.2,29.1
1990,"Portland, ME","ME",49.5,31.7
1990,"Valdez, AK","AK",46.1,20.5
1990,"Kenai, AK","AK",41.9,47.9
1990,"Astoria, OR","OR",41.2,16.2
1990,"Port Hueneme-Oxnard-Ventura, CA","CA",39.4,12.5
1990,"Bellingham, WA","WA",39.3,23
1990,"Atlantic City, NJ","NJ",39.2,17.8
1990,"Rockland, ME","ME",36.2,3.1
1990,"Newport, OR","OR",34,14.7
1990,"Provincetown-Chatham, MA","MA",32.4,16.3
1990,"Coos Bay-Charleston, OR","OR",31.8,14.5
1990,"Crescent City, CA","CA",31.1,16.8
1990,"San Francisco Area, CA","CA",26.8,15.1
1990,"Westport, WA","WA",26.2,17.9
1990,"Brownsville-Port Isabel, TX","TX",25.2,57.2
1990,"Dillingham-Togiak, AK","AK",24.7,24
1990,"Sitka, AK","AK",24.4,22.1
1990,"Eureka, CA","CA",24.4,12.8
1990,"Hampton Roads Area, VA","VA",24.3,32.8
1990,"Wanchese-Stumpy Point, NC","NC",23,15
1990,"Monterey, CA","CA",22.8,4.4
1990,"Ocean City, MD","MD",21.1,8.8
1990,"Golden Meadow-Leeville, LA","LA",20.9,26.5
1990,"Boston, MA","MA",19.7,14.4
1990,"Point Pleasant, NJ","NJ",18.4,9.6
1990,"Aransas Pass-Rockport, TX","TX",18,34.9
1990,"Fort Bragg, CA","CA",17.5,8.5
1990,"Seattle, WA","WA",16.5,13.5
1990,"Wrangell, AK","AK",15.6,8.4
1990,"Anacortes-La Conner, WA","WA",15.5,10.4
1990,"Newport, RI","RI",15,13.6
1990,"Gulfport-Biloxi, MS","MS",14.6,18.7
1990,"Montauk, NY","NY",14.3,15.6
1990,"Grand Isle, LA","LA",14.2,14.3
1990,"Bayou La Batre, AL","AL",13.7,20.7
1990,"Panama City, FL","FL",13.2,10.6
1990,"Ilwaco-Chinook, WA","WA",13.2,7.2
1990,"Pilot Point-Ugashik, AK","AK",12.7,13
1990,"Bodega Bay, CA","CA",12.6,8.4
1990,"Santa Barbara, CA","CA",11.6,11.2
1990,"Key West, FL","FL",11.4,21.7
1990,"Port Arthur, TX","TX",10.9,21.1
1990,"Moss Landing, CA","CA",10.3,3.6
1990,"Delcambre, LA","LA",10.2,14.7
1990,"Oriental-Vandemere, NC","NC",10,8
1990,"Brookings, OR","OR",10,4.6
1990,"Morro Bay, CA","CA",9.7,5
1990,"Bethel-Aniak, AK","AK",9.4,4.9
1990,"St. Michael, AK","AK",9,2.7
1990,"Craig, AK","AK",9,3.9
1990,"Cape Canaveral, FL","FL",8.8,13.2
1990,"Fort Myers, FL","FL",8.7,10.9
1990,"Delacroix-Yscloskey, LA","LA",8.3,7.6
1990,"Belford, NJ","NJ",8.2,3.1
1990,"Lafitte-Barataria, LA","LA",8,11.1
1990,"Galveston, TX","TX",8,13
1990,"Yakutat, AK","AK",7.9,8.7
1990,"Cape Charles-Oyster, VA","VA",7.2,4.6
1990,"Port Orford, OR","OR",6.4,3.1
1990,"St. Paul, AK","AK",6.3,1.1
1990,"Freeport, TX","TX",6.2,14.8
1990,"Hampton Bay-Shinnicock, NY","NY",6.1,3.8
1990,"Garibaldi, OR","OR",6.1,3
1990,"Darien-Bellville, GA","GA",6,9
1990,"Bon Secour-Gulf Shores, AL","AL",5.7,11.1
1990,"Apalachicola, FL","FL",5,7.5
1990,"Neah Bay, WA","WA",4.8,4.7
1990,"Barnegat Light, NJ","NJ",3.9,8.1
1990,"Shelton, WA","WA",3.5,7.2
1990,"San Diego, CA","CA",3.5,5.1
1990,"Everett, WA","WA",3.4,5.2
1990,"Olympia, WA","WA",2.6,4.8
1990,"Greenport, NY","NY",1.5,1.5
1990,"Chincoteague, VA","VA",1.1,1.4
1989,"Reedville, VA","VA",594.8,29
1989,"Dutch Harbor, AK","AK",504.3,107
1989,"Cameron, LA","LA",352.7,20.5
1989,"Pascagoula-Moss Point, MS","MS",282.1,16.9
1989,"Empire-Venice, LA","LA",272.7,49.2
1989,"Los Angeles, CA","CA",217.2,25.5
1989,"Kodiak, AK","AK",213.2,100.2
1989,"Dulac-Chauvin, LA","LA",210.9,50
1989,"Intracoastal City, LA","LA",207.2,9.5
1989,"Petersburg, AK","AK",113.5,61.4
1989,"Gloucester, MA","MA",98.8,30.8
1989,"Ketchikan, AK","AK",91.6,45.6
1989,"New Bedford, MA","MA",90.9,142.4
1989,"Morgan City-Berwick, LA","LA",68.1,17.8
1989,"Port Hueneme-Oxnard-Ventura, CA","CA",65.3,12
1989,"Cordova, AK","AK",55.3,35.3
1989,"Cape May-Wildwood, NJ","NJ",54.1,30.8
1989,"Astoria, OR","OR",51,20
1989,"Portland, ME","ME",49,34.4
1989,"Point Judith, RI","RI",48.4,23.6
1989,"Newport, OR","OR",44.4,19.2
1989,"Bellingham, WA","WA",40.6,21.3
1989,"Crescent City, CA","CA",39.4,15
1989,"Kenai, AK","AK",35,56
1989,"Coos Bay-Charleston, OR","OR",34.9,16.1
1989,"Seward, AK","AK",34.2,23.1
1989,"Atlantic City, NJ","NJ",33.9,15.5
1989,"San Francisco Area, CA","CA",33,13.3
1989,"Sitka, AK","AK",30.3,24.2
1989,"Westport, WA","WA",30.2,17.1
1989,"Fort Bragg, CA","CA",25.7,10.4
1989,"Wanchese-Stumpy Point, NC","NC",25,16
1989,"Rockland, ME","ME",24.8,7.1
1989,"Ocean City, MD","MD",24.6,9.1
1989,"Hampton Roads Area, VA","VA",24.5,31.1
1989,"Golden Meadow-Leeville, LA","LA",24.5,33.5
1989,"Provincetown-Chatham, MA","MA",23.7,12.9
1989,"Ilwaco-Chinook, WA","WA",23.3,12.3
1989,"Brownsville-Port Isabel, TX","TX",22.7,54.1
1989,"Eureka, CA","CA",21.2,8.4
1989,"Everett, WA","WA",20.4,7.8
1989,"Homer, AK","AK",20.3,18.2
1989,"Point Pleasant, NJ","NJ",19.2,8.4
1989,"Monterey, CA","CA",17.3,5.6
1989,"Boston, MA","MA",17.3,12.8
1989,"Anacortes-La Conner, WA","WA",15.8,13.5
1989,"Seattle, WA","WA",15.6,14.7
1989,"Aransas Pass-Rockport, TX","TX",15,32
1989,"Bayou La Batre, AL","AL",14.9,24.7
1989,"Gulfport-Biloxi, MS","MS",12.6,22.2
1989,"Brookings, OR","OR",12.3,5.6
1989,"Yakutat, AK","AK",11.9,11.2
1989,"Port Arthur, TX","TX",11.5,23.8
1989,"Delcambre, LA","LA",11.3,15.7
1989,"Bodega Bay, CA","CA",11.2,8.4
1989,"Fort Myers, FL","FL",10.9,13.1
1989,"Grand Isle, LA","LA",10.8,10.7
1989,"Cape Canaveral, FL","FL",10.5,15.8
1989,"Morro Bay, CA","CA",10.2,5.3
1989,"Santa Barbara, CA","CA",9.9,9.4
1989,"Montauk, NY","NY",9.6,8.5
1989,"Key West, FL","FL",9.6,17.3
1989,"Delacroix-Yscloskey, LA","LA",9.5,9.8
1989,"Wrangell, AK","AK",9.3,5.4
1989,"Galveston, TX","TX",8.7,15.1
1989,"Cape Charles-Oyster, VA","VA",8.5,3.9
1989,"Hampton Bay-Shinnicock, NY","NY",8.3,5.7
1989,"Moss Landing, CA","CA",7.8,3.2
1989,"Lafitte-Barataria, LA","LA",7.6,10.6
1989,"Garibaldi, OR","OR",7.6,3.7
1989,"Port Orford, OR","OR",7.5,3.6
1989,"Panama City, FL","FL",7.5,6
1989,"Belford, NJ","NJ",7.3,2.6
1989,"Bay Center-South Bend, WA","WA",7.2,5.8
1989,"Chincoteague, VA","VA",6.2,3.4
1989,"Freeport, TX","TX",6.1,10.7
1989,"Darien-Bellville, GA","GA",6,4
1989,"Bon Secour-Gulf Shores, AL","AL",6,9.7
1989,"Port Angeles, WA","WA",5.9,4.9
1989,"Apalachicola, FL","FL",5.8,7.8
1989,"Shelton, WA","WA",5.4,8
1989,"Tacoma, WA","WA",5,3
1989,"Neah Bay, WA","WA",4.3,4.3
1989,"San Diego, CA","CA",4.2,8.3
1989,"Barnegat Light, NJ","NJ",3.6,7.3
1989,"Bremerton, WA","WA",3,5.7
1989,"Greenport, NY","NY",1.6,1.3
1988,"Reedville, VA","VA",545.3,28.6
1988,"Cameron, LA","LA",438.9,33.2
1988,"Dutch Harbor, AK","AK",377.3,100.9
1988,"Kodiak, AK","AK",304.6,166.3
1988,"Empire-Venice, LA","LA",297.2,67.7
1988,"Pascagoula-Moss Point, MS","MS",292,28.2
1988,"Dulac-Chauvin, LA","LA",244.1,56.5
1988,"Los Angeles, CA","CA",232,34
1988,"Intracoastal City, LA","LA",209.7,14.7
1988,"Gloucester, MA","MA",107.5,30.9
1988,"New Bedford, MA","MA",90.3,141
1988,"Port Hueneme-Oxnard-Ventura, CA","CA",55,10
1988,"Petersburg, AK","AK",50.4,58.5
1988,"Point Judith, RI","RI",49.6,25.4
1988,"Cape May-Wildwood, NJ","NJ",48,28.4
1988,"Kenai, AK","AK",47.4,99.3
1988,"Astoria, OR","OR",44.2,24.3
1988,"Portland, ME","ME",44,30.4
1988,"Morgan City-Berwick, LA","LA",43.3,16.7
1988,"Cordova, AK","AK",42.5,46.4
1988,"Gulfport-Biloxi, MS","MS",42.3,29.5
1988,"Rockland, ME","ME",40.6,6.7
1988,"Newport, OR","OR",38.5,24.3
1988,"Crescent City, CA","CA",36,16
1988,"Bellingham, WA","WA",35.3,30.1
1988,"Westport, WA","WA",34.8,21.2
1988,"Coos Bay-Charleston, OR","OR",33,21.8
1988,"Homer, AK","AK",32.1,40.2
1988,"Wanchese-Stumpy Point, NC","NC",31,17
1988,"Fort Bragg, CA","CA",31,21
1988,"Golden Meadow-Leeville, LA","LA",30.1,37
1988,"Ketchikan, AK","AK",28.3,43.5
1988,"Sitka, AK","AK",27.7,37.4
1988,"Atlantic City, NJ","NJ",27.7,12.6
1988,"Eureka, CA","CA",27,12
1988,"Hampton Roads Area, VA","VA",25.6,30.4
1988,"Provincetown-Chatham, MA","MA",25.2,11.6
1988,"San Francisco Area, CA","CA",25,15
1988,"Ilwaco-Chinook, WA","WA",23.2,13.2
1988,"Seward, AK","AK",23,19.5
1988,"Ocean City, MD","MD",21.1,8.9
1988,"Boston, MA","MA",21,15.1
1988,"Seattle, WA","WA",17.5,19.5
1988,"Point Pleasant, NJ","NJ",17.3,7.4
1988,"Cape Canaveral, FL","FL",16.4,24.3
1988,"Aransas Pass-Rockport, TX","TX",15.6,45.6
1988,"Bethel-Aniak, AK","AK",14.6,10.3
1988,"Everett, WA","WA",14.5,8.2
1988,"Oriental-Vandemere, NC","NC",14,10
1988,"Monterey, CA","CA",14,4
1988,"Bodega Bay, CA","CA",14,17
1988,"Brownsville-Port Isabel, TX","TX",13.8,39.7
1988,"Tacoma, WA","WA",13.6,9
1988,"Montauk, NY","NY",13.2,14.7
1988,"Bayou La Batre, AL","AL",12.4,23.8
1988,"Lafitte-Barataria, LA","LA",11.9,16
1988,"Delacroix-Yscloskey, LA","LA",11.1,11
1988,"Grand Isle, LA","LA",10.8,12
1988,"Delcambre, LA","LA",10.8,12.7
1988,"Chincoteague, VA","VA",10.7,5.6
1988,"Fort Myers, FL","FL",10.2,12.7
1988,"Morro Bay, CA","CA",10,6
1988,"Hampton Bay-Shinnicock, NY","NY",10,7.4
1988,"Anacortes-La Conner, WA","WA",9.4,8.8
1988,"Key West, FL","FL",9.2,16.8
1988,"Yakutat, AK","AK",8.9,14
1988,"Panama City, FL","FL",8.1,6.3
1988,"Moss Landing, CA","CA",8,5
1988,"Freeport, TX","TX",7.9,22.6
1988,"Brookings, OR","OR",7.8,5.8
1988,"Galveston, TX","TX",7.7,21.4
1988,"Santa Barbara, CA","CA",7,6
1988,"San Diego, CA","CA",7,11
1988,"Cape Charles-Oyster, VA","VA",6.4,1.9
1988,"Port Arthur, TX","TX",6.2,17.4
1988,"Bon Secour-Gulf Shores, AL","AL",6.1,12.5
1988,"Port Angeles, WA","WA",6,10
1988,"Darien-Bellville, GA","GA",6,7
1988,"Belford, NJ","NJ",5.6,2.6
1988,"Apalachicola, FL","FL",5.4,7
1988,"Pelican, AK","AK",4.9,8.4
1988,"Barnegat Light, NJ","NJ",4.1,7.7
1988,"Excursion Inlet, AK","AK",3.5,4.6
1988,"Juneau, AK","AK",3.4,7.9
1988,"Wrangell, AK","AK",3.3,7.3
1988,"Greenport, NY","NY",2.5,1.7
1987,"Cameron, LA","LA",672.4,31.9
1987,"Reedville, VA","VA",609.6,31.7
1987,"Pascagoula-Moss Point, MS","MS",391.6,20.3
1987,"Empire-Venice, LA","LA",357.4,60.1
1987,"Dulac-Chauvin, LA","LA",331.7,65.6
1987,"Intracoastal City, LA","LA",314.3,13.4
1987,"Kodiak, AK","AK",204.1,132.1
1987,"Los Angeles, CA","CA",203.1,55.6
1987,"Dutch Harbor, AK","AK",128.2,62.7
1987,"Gloucester, MA","MA",93.1,34.5
1987,"New Bedford, MA","MA",78.7,143.8
1987,"Cordova, AK","AK",69.6,41.9
1987,"Cape May-Wildwood, NJ","NJ",56.8,30.5
1987,"Bellingham, WA","WA",47.5,27.4
1987,"Point Judith, RI","RI",46.6,29.5
1987,"Astoria, OR","OR",46.6,24.6
1987,"Portland, ME","ME",44.2,35.9
1987,"Petersburg, AK","AK",42.4,36.9
1987,"Port Hueneme-Oxnard-Ventura, CA","CA",42.3,8.1
1987,"Rockland, ME","ME",39.5,8.2
1987,"Gulfport-Biloxi, MS","MS",38.2,14.2
1987,"Newport, OR","OR",35.9,21.9
1987,"Coos Bay-Charleston, OR","OR",29.6,19.1
1987,"Eureka, CA","CA",28.5,12.6
1987,"Wanchese-Stumpy Point, NC","NC",28.3,13.9
1987,"Ketchikan, AK","AK",27.6,22.8
1987,"Golden Meadow-Leeville, LA","LA",27.4,36.6
1987,"Sitka, AK","AK",27.1,33.6
1987,"San Francisco Area, CA","CA",27,12.5
1987,"Morgan City-Berwick, LA","LA",27,11
1987,"Westport, WA","WA",26.2,15.8
1987,"Fort Bragg, CA","CA",25.9,12.5
1987,"Provincetown-Chatham, MA","MA",25.8,12.7
1987,"Hampton Roads Area, VA","VA",25.1,31.9
1987,"Atlantic City, NJ","NJ",25,11.4
1987,"Everett, WA","WA",23.5,5.3
1987,"Crescent City, CA","CA",23.1,12.1
1987,"Boston, MA","MA",23,17
1987,"Ocean City, MD","MD",22.5,10.6
1987,"Seattle, WA","WA",22.2,21.9
1987,"Ilwaco-Chinook, WA","WA",18.8,13.1
1987,"Monterey, CA","CA",16.1,4.2
1987,"Point Pleasant, NJ","NJ",15.2,6.7
1987,"Bayou La Batre, AL","AL",15.1,29.8
1987,"Montauk, NY","NY",14.7,15.9
1987,"Cape Canaveral, FL","FL",14.6,21.7
1987,"Delcambre, LA","LA",13.9,22.1
1987,"Brownsville-Port Isabel, TX","TX",13.4,54.2
1987,"Bodega Bay, CA","CA",12.9,13.4
1987,"Lafitte-Barataria, LA","LA",12.7,19.2
1987,"Delacroix-Yscloskey, LA","LA",12.5,13.1
1987,"Key West, FL","FL",12.3,22.4
1987,"Grand Isle, LA","LA",12.3,12.6
1987,"Morro Bay, CA","CA",11.9,7.1
1987,"Newport, RI","RI",11.5,12.4
1987,"Chincoteague, VA","VA",11.5,5.9
1987,"Moss Landing, CA","CA",11.3,4.7
1987,"Hampton Bay-Shinnicock, NY","NY",11.1,7.9
1987,"Oriental-Vandemere, NC","NC",10.9,8.2
1987,"Anacortes-La Conner, WA","WA",10.9,10.2
1987,"Apalachicola, FL","FL",10.5,13.8
1987,"Aransas Pass-Rockport, TX","TX",10.2,36.4
1987,"Santa Barbara, CA","CA",9.9,7.2
1987,"Fort Myers, FL","FL",8.3,10.4
1987,"Panama City, FL","FL",8.2,6.3
1987,"Cape Charles-Oyster, VA","VA",7.8,2.7
1987,"San Diego, CA","CA",7.3,11.5
1987,"Port Arthur, TX","TX",6.7,22.9
1987,"Belford, NJ","NJ",6.3,2.9
1987,"Tillamook, OR","OR",6.2,4.8
1987,"Freeport, TX","TX",6.2,23.6
1987,"Brookings, OR","OR",6,4.3
1987,"Port Angeles, WA","WA",5.9,5
1987,"Darien-Bellville, GA","GA",5,7
1987,"Bon Secour-Gulf Shores, AL","AL",4.8,13
1987,"Galveston, TX","TX",4.4,11.4
1987,"Greenport, NY","NY",2.3,2.6
1986,"Cameron, LA","LA",616.8,34.8
1986,"Reedville, VA","VA",443.4,23.8
1986,"Pascagoula-Moss Point, MS","MS",365.5,20.4
1986,"Empire-Venice, LA","LA",317.6,47.1
1986,"Intracoastal City, LA","LA",298.9,11.3
1986,"Dulac-Chauvin, LA","LA",294.6,71
1986,"Los Angeles, CA","CA",187.4,29.5
1986,"Kodiak, AK","AK",141.2,89.8
1986,"Gloucester, MA","MA",111.6,40.8
1986,"Dutch Harbor, AK","AK",88.3,37.2
1986,"Petersburg, AK","AK",85.2,38.1
1986,"New Bedford, MA","MA",68.7,111.5
1986,"Cape May-Wildwood, NJ","NJ",56.7,28.5
1986,"Point Judith, RI","RI",53.2,28.7
1986,"Gulfport-Biloxi, MS","MS",46.7,15.2
1986,"Bellingham, WA","WA",45.9,28.8
1986,"Rockland, ME","ME",43.4,9.1
1986,"Ketchikan, AK","AK",42.2,20.6
1986,"Seattle, WA","WA",38.2,21.8
1986,"Astoria, OR","OR",36.8,16.4
1986,"Portland, ME","ME",35.6,22.4
1986,"Boston, MA","MA",31.4,19.1
1986,"Port Hueneme-Oxnard-Ventura, CA","CA",31,5.8
1986,"Ocean City, MD","MD",29.1,12.3
1986,"Wanchese-Stumpy Point, NC","NC",27.2,12.3
1986,"Provincetown-Chatham, MA","MA",27.1,11.8
1986,"Aransas Pass-Rockport, TX","TX",27.1,60.3
1986,"Newport, OR","OR",26.7,13.5
1986,"San Francisco Area, CA","CA",25.9,11.1
1986,"Bayou La Batre, AL","AL",25.6,43.3
1986,"Brownsville-Port Isabel, TX","TX",25.5,69.3
1986,"Sitka, AK","AK",25.2,21.8
1986,"Golden Meadow-Leeville, LA","LA",25.1,40
1986,"Coos Bay-Charleston, OR","OR",24.3,11.9
1986,"Hampton Roads Area, VA","VA",23.1,23.1
1986,"Westport, WA","WA",22.9,11.3
1986,"Atlantic City, NJ","NJ",22,12.7
1986,"Crescent City, CA","CA",20.9,10.6
1986,"Eureka, CA","CA",19.4,8.3
1986,"Delcambre, LA","LA",18.7,28.4
1986,"Ilwaco-Chinook, WA","WA",18.3,9.1
1986,"Fort Bragg, CA","CA",17.8,8.5
1986,"Morgan City-Berwick, LA","LA",17.4,7.5
1986,"Lafitte-Barataria, LA","LA",16.8,24.1
1986,"Monterey, CA","CA",16.4,3.7
1986,"Delacroix-Yscloskey, LA","LA",16.3,12.5
1986,"Key West, FL","FL",15.4,27.4
1986,"Point Pleasant, NJ","NJ",15.1,6.2
1986,"Grand Isle, LA","LA",14,11.9
1986,"Santa Barbara, CA","CA",13.7,7.7
1986,"Galveston, TX","TX",13.6,20.9
1986,"Everett, WA","WA",12.8,3.5
1986,"Port Arthur, TX","TX",12.5,29.9
1986,"Chincoteague, VA","VA",12.5,7
1986,"Moss Landing, CA","CA",12.1,3.6
1986,"Newport, RI","RI",11.6,12.8
1986,"Freeport, TX","TX",11.4,26.7
1986,"Panama City, FL","FL",11,7.9
1986,"Montauk, NY","NY",11,12.8
1986,"Oriental-Vandemere, NC","NC",10.7,8.9
1986,"Fort Myers, FL","FL",10.4,11.5
1986,"Apalachicola, FL","FL",9,12.4
1986,"Anacortes-La Conner, WA","WA",9,6.2
1986,"Hampton Bay-Shinnicock, NY","NY",8.5,5.5
1986,"Bodega Bay, CA","CA",8.5,6.1
1986,"Morro Bay, CA","CA",8.1,6
1986,"Cape Canaveral, FL","FL",8.1,15.9
1986,"Brookings, OR","OR",6.7,4.2
1986,"Tillamook, OR","OR",6.6,3.9
1986,"Cape Charles-Oyster, VA","VA",6.4,2.6
1986,"Bon Secour-Gulf Shores, AL","AL",6.3,13.5
1986,"Belford, NJ","NJ",5.8,2
1986,"San Diego, CA","CA",5.4,7.5
1986,"Port Angeles, WA","WA",5.1,3.3
1986,"Darien-Bellville, GA","GA",5,8.3
1986,"Greenport, NY","NY",4.5,3.7
1985,"Neah Bay, WA","WA",,5.6
1985,"Cameron, LA","LA",673.6,29.9
1985,"Reedville, VA","VA",626.1,30.8
1985,"Pascagoula-Moss Point, MS","MS",423.2,18.4
1985,"Dulac-Chauvin, LA","LA",398.6,59.9
1985,"Empire-Venice, LA","LA",224.5,34.3
1985,"Los Angeles, CA","CA",150.3,32.5
1985,"Gloucester, MA","MA",118.3,37.1
1985,"Dutch Harbor, AK","AK",106.3,21.3
1985,"Kodiak, AK","AK",96.1,65.8
1985,"New Bedford, MA","MA",92.1,103.7
1985,"Rockland, ME","ME",59,11.1
1985,"Point Judith, RI","RI",58.1,28
1985,"Cape May-Wildwood, NJ","NJ",48.8,25.3
1985,"Seattle, WA","WA",42.2,18.7
1985,"Gulfport-Biloxi, MS","MS",41.1,13.4
1985,"Bellingham, WA","WA",38.8,16.6
1985,"Portland, ME","ME",37,17.2
1985,"Akutan, AK","AK",32.3,13.4
1985,"San Francisco Area, CA","CA",31,12.5
1985,"Provincetown-Chatham, MA","MA",30.2,12.5
1985,"Newport, OR","OR",29.4,12.8
1985,"Eureka, CA","CA",28.5,10.7
1985,"Coos Bay-Charleston, OR","OR",25.6,10.4
1985,"Astoria, OR","OR",25.5,9.5
1985,"Ocean City, MD","MD",24.5,11.1
1985,"Aransas Pass-Rockport, TX","TX",24.2,43
1985,"Brownsville-Port Isabel, TX","TX",22.9,49.6
1985,"Wanchese-Stumpy Point, NC","NC",22.7,13.3
1985,"Atlantic City, NJ","NJ",22.7,12.3
1985,"Hampton Roads Area, VA","VA",22.3,15.9
1985,"Bayou La Batre, AL","AL",21,30.4
1985,"Lafitte-Barataria, LA","LA",20.6,29
1985,"Cape Canaveral, FL","FL",20.3,21.2
1985,"Port Hueneme-Oxnard-Ventura, CA","CA",19.9,5.4
1985,"Crescent City, CA","CA",19.8,8.1
1985,"Boston, MA","MA",19.8,12
1985,"Port Moller, AK","AK",19.5,18.1
1985,"Point Pleasant, NJ","NJ",18.4,6.5
1985,"Monterey, CA","CA",18.2,4
1985,"Golden Meadow-Leeville, LA","LA",18.2,23.5
1985,"Newport, RI","RI",16.8,13.7
1985,"Fort Bragg, CA","CA",16,7.8
1985,"Oriental-Vandemere, NC","NC",15.3,11.1
1985,"Key West, FL","FL",15.3,23.3
1985,"Anacortes-La Conner, WA","WA",14.2,8.3
1985,"Westport, WA","WA",12.8,9.8
1985,"Galveston, TX","TX",12.8,13.4
1985,"Everett, WA","WA",12.5,2.2
1985,"Morro Bay, CA","CA",12.1,7.4
1985,"Port Arthur, TX","TX",11.6,22.6
1985,"Grand Isle, LA","LA",11.1,12.4
1985,"Delacroix-Yscloskey, LA","LA",11,10.6
1985,"Panama City, FL","FL",10.9,8.5
1985,"Chincoteague, VA","VA",10.9,5.9
1985,"Santa Barbara, CA","CA",10.7,5.5
1985,"Apalachicola, FL","FL",10,12.4
1985,"Moss Landing, CA","CA",9.6,3.3
1985,"Hampton Bay-Shinnicock, NY","NY",9.1,5.5
1985,"Freeport, TX","TX",8.8,17.2
1985,"Fort Myers, FL","FL",8.7,15.4
1985,"Montauk, NY","NY",8.4,8.9
1985,"Morgan City-Berwick, LA","LA",7.7,4
1985,"Delcambre, LA","LA",7.7,12.7
1985,"Ilwaco-Chinook, WA","WA",7,2.7
1985,"Bodega Bay, CA","CA",6.9,5.4
1985,"Cape Charles-Oyster, VA","VA",6.7,3
1985,"Darien-Bellville, GA","GA",6.4,8.1
1985,"Tacoma, WA","WA",6.3,6.3
1985,"Brookings, OR","OR",6.2,3.4
1985,"San Diego, CA","CA",6.1,6.8
1985,"Tillamook, OR","OR",5.8,2.7
1985,"Bon Secour-Gulf Shores, AL","AL",5.8,10.2
1985,"Port Orford, OR","OR",5.6,
1984,"Cordova, AK","AK",,10
1984,"Cameron, LA","LA",679.2,38.2
1984,"Reedville, VA","VA",474.7,27.7
1984,"Pascagoula-Moss Point, MS","MS",425.3,25
1984,"Empire-Venice, LA","LA",383.5,41.6
1984,"Dulac-Chauvin, LA","LA",327.2,59.7
1984,"Los Angeles, CA","CA",237,84.6
1984,"Gloucester, MA","MA",180.5,37.3
1984,"Kodiak, AK","AK",113.6,69.9
1984,"New Bedford, MA","MA",100.3,108.6
1984,"Point Judith, RI","RI",71,27.3
1984,"Seattle, WA","WA",60.3,16.5
1984,"Petersburg, AK","AK",54.1,24.9
1984,"Cape May-Wildwood, NJ","NJ",52.9,28.1
1984,"Gulfport-Biloxi, MS","MS",50.8,20.7
1984,"Dutch Harbor, AK","AK",46.9,20.3
1984,"Cape Canaveral, FL","FL",45.1,26.2
1984,"San Diego, CA","CA",43.6,20.1
1984,"Rockland, ME","ME",43.2,9.4
1984,"Sitka, AK","AK",39.8,26.8
1984,"Portland, ME","ME",37.8,14.5
1984,"Bellingham, WA","WA",34,14.9
1984,"Hampton Roads Area, VA","VA",33.4,21.2
1984,"Monterey, CA","CA",30.3,3.6
1984,"Atlantic City, NJ","NJ",28.8,14.4
1984,"Wanchese-Stumpy Point, NC","NC",28.1,10.8
1984,"Provincetown-Chatham, MA","MA",27.7,9.5
1984,"Newport, OR","OR",25.7,9.5
1984,"Aransas Pass-Rockport, TX","TX",25.2,51.1
1984,"Ocean City, MD","MD",24.4,11
1984,"Astoria, OR","OR",23.1,9.2
1984,"Brownsville-Port Isabel, TX","TX",23,51
1984,"Eureka, CA","CA",22.5,8.6
1984,"San Francisco Area, CA","CA",22.4,9.2
1984,"Boston, MA","MA",20.3,11.2
1984,"Coos Bay-Charleston, OR","OR",20.1,6.4
1984,"Port Moller, AK","AK",18.3,11.5
1984,"Bayou La Batre, AL","AL",18.2,31.5
1984,"Key West, FL","FL",17.7,21.8
1984,"Oriental-Vandemere, NC","NC",17.2,6.9
1984,"Golden Meadow-Leeville, LA","LA",16.2,23.6
1984,"Crescent City, CA","CA",15.9,7
1984,"Westport, WA","WA",15,6.6
1984,"Point Pleasant, NJ","NJ",13.3,5.5
1984,"Fort Bragg, CA","CA",12.7,4.3
1984,"Lafitte-Barataria, LA","LA",12.5,24.1
1984,"Galveston, TX","TX",11.9,20.1
1984,"Montauk, NY","NY",10.9,9.7
1984,"Delacroix-Yscloskey, LA","LA",10.8,10.8
1984,"Apalachicola, FL","FL",10.8,13.2
1984,"Ilwaco-Chinook, WA","WA",10.6,4.5
1984,"Santa Barbara, CA","CA",10.1,5.6
1984,"Port Hueneme-Oxnard-Ventura, CA","CA",9.4,3.2
1984,"Akutan, AK","AK",9.4,5.1
1984,"Grand Isle, LA","LA",9.2,11
1984,"Freeport, TX","TX",9,19.1
1984,"Delcambre, LA","LA",8.6,14.9
1984,"Hampton Bay-Shinnicock, NY","NY",8.2,4.6
1984,"Fort Myers, FL","FL",8.2,13.9
1984,"Chincoteague, VA","VA",8.2,4.1
1984,"Everett, WA","WA",6.6,1.9
1984,"Darien-Bellville, GA","GA",6.5,4.9
1984,"Homer, AK","AK",6.4,5.8
1984,"Anacortes-La Conner, WA","WA",6.4,5.3
1984,"Bon Secour-Gulf Shores, AL","AL",5.9,11.5
1984,"Brookings, OR","OR",5.1,1.5
1984,"Greenport, NY","NY",4.9,6.2
1984,"Cape Charles-Oyster, VA","VA",4.5,2.2
1983,"Hampton Bay-Shinnicock, NY","NY",,4.4
1983,"Cameron, LA","LA",743.9,39.5
1983,"Reedville, VA","VA",631.4,30.5
1983,"Pascagoula-Moss Point, MS","MS",380.2,23.2
1983,"Empire-Venice, LA","LA",281.9,31.8
