"Year ","Port ","State","millionPounds"," millionDollars "
2002,"Jonesport, ME","ME",7.3,18
2002,"Bay Center-South Bend, WA","WA",7.1,12.3
2002,"Seattle, WA","WA",7,6.3
2002,"Port Angeles, WA","WA",6.7,6.2
2002,"Juneau, AK","AK",6.4,9.8
2002,"Crescent City, CA","CA",6.4,5.5
2002,"Belhaven-Washington, NC","NC",6.4,6.2
2002,"Shelton, WA","WA",6.3,7.1
2002,"Blaine, WA","WA",6.3,4.3
2002,"Santa Barbara, CA","CA",6.1,6.6
2002,"New London, CT","CT",5.9,4.9
2002,"Oriental-Vandemere, NC","NC",5.8,8.5
2002,"Charleston-Mt. Pleasant, SC","SC",5.8,9.3
2002,"Apalachicola, FL","FL",5.6,9.2
2002,"Aransas Pass-Rockport, TX","TX",5.2,8.6
2002,"Stonington, CT","CT",5.1,8.5
2002,"Belford, NJ","NJ",5,2.4
2002,"Darien-Bellville, GA","GA",4.9,6.9
2002,"Freeport, TX","TX",4.6,9
2002,"Mayport, FL","FL",4.5,8.4
2002,"Cape Canaveral, FL","FL",4.4,6.2
2002,"Brookings, OR","OR",4.4,2.4
2002,"Tillamook, OR","OR",3.9,2.7
2002,"Bon Secour-Gulf Shores, AL","AL",3.8,7
2002,"Georgetown, SC","SC",3.4,5.2
2002,"Tacoma, WA","WA",3.1,4.2
2002,"Sneads Ferry-Swansboro, NC","NC",2.9,6.4
2002,"Ft. Pierce-St.Lucie, FL","FL",2.9,3.5
2002,"San Diego, CA","CA",2.5,4.1
2002,"Chincoteague, VA","VA",2.3,2.9
2002,"Olympia, WA","WA",2.1,6.3
2002,"Craig, AK","AK",1.7,1.7
2001,"Dutch Harbor, AK","AK",834.5,129.4
2001,"Reedville, VA","VA",488,27.7
2001,"Empire-Venice, LA","LA",370.7,59.1
2001,"Cameron, LA","LA",324.1,29.4
2001,"Intracoastal City, LA","LA",303.6,22.1
2001,"Kodiak, AK","AK",285.5,74.4
2001,"Los Angeles, CA","CA",219.1,29.8
2001,"Pascagoula-Moss Point, MS","MS",196,16.3
2001,"New Bedford, MA","MA",107.2,151.4
2001,"Port Hueneme-Oxnard-Ventura, CA","CA",104.8,12.6
2001,"Astoria, OR","OR",102.9,24.3
2001,"Newport, OR","OR",93.2,21.2
2001,"Portland, ME","ME",86.6,34.4
2001,"Gloucester, MA","MA",78.4,38
2001,"Cordova, AK","AK",78.3,32.5
2001,"Cape May-Wildwood, NJ","NJ",66.4,33
2001,"Sitka, AK","AK",64.4,27.9
2001,"Moss Landing, CA","CA",56.1,6.5
2001,"Petersburg, AK","AK",51.2,22.4
2001,"Point Judith, RI","RI",48.5,33.6
2001,"Dulac-Chauvin, LA","LA",46.2,60.9
2001,"Atlantic City, NJ","NJ",45.5,25.2
2001,"Seward, AK","AK",43.8,30.5
2001,"Ilwaco-Chinook, WA","WA",36.1,11.4
2001,"Naknek, AK","AK",33.9,13.2
2001,"Point Pleasant, NJ","NJ",32.2,18.7
2001,"Wanchese-Stumpy Point, NC","NC",31.9,26.1
2001,"Hampton Roads Area, VA","VA",28,56.9
2001,"Ketchikan, AK","AK",27,9.6
2001,"Coos Bay-Charleston, OR","OR",26.8,12.6
2001,"Rockland, ME","ME",24.7,6.4
2001,"Golden Meadow-Leeville, LA","LA",24.1,36.9
2001,"Morgan City-Berwick, LA","LA",23.3,10
2001,"Homer, AK","AK",23,29.4
2001,"Stonington, ME","ME",22.4,16.6
2001,"Brownsville-Port Isabel, TX","TX",22.4,59.8
2001,"Bellingham, WA","WA",20.1,16.3
2001,"Honolulu, HI","HI",20,40
2001,"Galveston, TX","TX",18.6,36
2001,"Bayou La Batre, AL","AL",18,38.9
2001,"Provincetown-Chatham, MA","MA",17.1,18.1
2001,"Key West, FL","FL",16.4,40
2001,"Palacios, TX","TX",16.1,37.1
2001,"Port Arthur, TX","TX",14.6,36.8
2001,"Gulfport-Biloxi, MS","MS",14.6,29.1
2001,"Montauk, NY","NY",14.5,13.2
2001,"Kenai, AK","AK",14.4,10
2001,"Delacroix-Yscloskey, LA","LA",13.4,19.9
2001,"Ocean City, MD","MD",13.2,8.6
2001,"Tampa Bay-St. Petersburg, FL","FL",12.7,20.2
2001,"Grand Isle, LA","LA",12.4,15.5
2001,"Crescent City, CA","CA",11.3,6.2
2001,"Delcambre, LA","LA",10.8,22.6
2001,"Long Beach-Barnegat, NJ","NJ",10.4,14.4
2001,"Hampton Bay-Shinnicock, NY","NY",10.2,9.2
2001,"Wrangell, AK","AK",9.9,6.4
2001,"Boston, MA","MA",9.6,8.3
2001,"Anacortes-La Conner, WA","WA",9.6,3.2
2001,"Lafitte-Barataria, LA","LA",9.5,13.4
2001,"Eureka, CA","CA",9.5,5.7
2001,"Engelhard-Swanquarter, NC","NC",9.5,8.7
2001,"San Francisco Area, CA","CA",9,8
2001,"Blaine, WA","WA",8.9,5.4
2001,"Stonington, CT","CT",8.8,9.9
2001,"Fort Myers, FL","FL",8.7,18.7
2001,"Cape Canaveral, FL","FL",8.2,11.3
2001,"Juneau, AK","AK",7.9,8.9
2001,"Iberia, LA","LA",7.8,8.1
2001,"Port St. Joe, FL","FL",7.6,5
2001,"Monterey, CA","CA",7.5,1.7
2001,"Fort Bragg, CA","CA",7,6.1
2001,"Freeport, TX","TX",6.5,15.2
2001,"Charleston-Mt. Pleasant, SC","SC",6.2,10.4
2001,"Apalachicola, FL","FL",6.2,10.9
2001,"Jonesport, ME","ME",6.1,15.9
2001,"Bon Secour-Gulf Shores, AL","AL",6,8.9
2001,"Aransas Pass-Rockport, TX","TX",5.8,12.6
2001,"Port Lavaca, TX","TX",5.6,8.7
2001,"Haines, AK","AK",5.6,2.8
2001,"Santa Barbara, CA","CA",5.3,5.4
2001,"Oriental-Vandemere, NC","NC",4.9,6.9
2001,"New London, CT","CT",4.7,3.9
2001,"Darien-Bellville, GA","GA",4.2,5.8
2001,"Mayport, FL","FL",4,8.3
2001,"Belford, NJ","NJ",3.8,2.4
2001,"Ft. Pierce-St.Lucie, FL","FL",3.7,4.5
2001,"Brookings, OR","OR",3.7,2.7
2001,"Port Angeles, WA","WA",3.3,5.8
2001,"Beaufort, SC","SC",3.1,5.6
2001,"Sneads Ferry-Swansboro, NC","NC",2.8,5.6
2001,"Chincoteague, VA","VA",2.6,2.6
2001,"Greenport, NY","NY",1,1
2000,"Dutch Harbor, AK","AK",699.8,124.9
2000,"Cameron, LA","LA",414.5,47.6
2000,"Empire-Venice, LA","LA",396.2,61.6
2000,"Reedville, VA","VA",366.8,29.5
2000,"Intracoastal City, LA","LA",321.7,24.5
2000,"Kodiak, AK","AK",289.6,94.7
2000,"Los Angeles, CA","CA",254.7,38.1
2000,"Pascagoula-Moss Point, MS","MS",199.9,16.5
2000,"Port Hueneme-Oxnard-Ventura, CA","CA",162.2,20.2
2000,"Astoria, OR","OR",130.1,28
2000,"Newport, OR","OR",102.3,24.6
2000,"Sitka, AK","AK",95.5,44.6
2000,"New Bedford, MA","MA",89.9,148.8
2000,"Portland, ME","ME",63.9,45.4
2000,"Naknek, AK","AK",63.1,37.3
2000,"Point Judith, RI","RI",59.3,41.4
2000,"Cape May-Wildwood, NJ","NJ",58.9,28.7
2000,"Ketchikan, AK","AK",57.3,20
2000,"Moss Landing, CA","CA",50.5,7.3
2000,"Atlantic City, NJ","NJ",50.4,26.1
2000,"Dulac-Chauvin, LA","LA",48.2,68.1
2000,"Gloucester, MA","MA",43.2,41.9
2000,"Point Pleasant, NJ","NJ",38.2,17.8
2000,"Westport, WA","WA",37.5,17.8
2000,"Wanchese-Stumpy Point, NC","NC",33.3,24
2000,"Petersburg, AK","AK",32.3,19.4
2000,"Brownsville-Port Isabel, TX","TX",29.2,88.6
2000,"Seward, AK","AK",28.6,35.8
2000,"Rockland, ME","ME",28.3,8.2
2000,"Honolulu, HI","HI",27,56
2000,"Golden Meadow-Leeville, LA","LA",26.9,44.9
2000,"Bayou La Batre, AL","AL",23,48.9
2000,"Hampton Roads Area, VA","VA",22.7,52.8
2000,"Morgan City-Berwick, LA","LA",20.2,10.6
2000,"Ilwaco-Chinook, WA","WA",19.8,6.9
2000,"Coos Bay-Charleston, OR","OR",19.2,13.1
2000,"Grand Isle, LA","LA",18.2,26.4
2000,"Provincetown-Chatham, MA","MA",18.1,15.7
2000,"Homer, AK","AK",18.1,30.9
2000,"Bellingham, WA","WA",18,15.9
2000,"Galveston, TX","TX",17.4,40.8
2000,"Port Arthur, TX","TX",17,49.3
2000,"Key West, FL","FL",16.9,50.6
2000,"Stonington, ME","ME",15.9,18
2000,"Crescent City, CA","CA",15.6,10.5
2000,"Delacroix-Yscloskey, LA","LA",15.5,20.1
2000,"Palacios, TX","TX",14.8,41.8
2000,"Gulfport-Biloxi, MS","MS",14.2,35.5
2000,"Hampton Bay-Shinnicock, NY","NY",13.7,9.5
2000,"Eureka, CA","CA",13.7,7.7
2000,"Kenai, AK","AK",13.5,12.3
2000,"Delcambre, LA","LA",13.3,30.8
2000,"Montauk, NY","NY",12.6,13.1
2000,"Engelhard-Swanquarter, NC","NC",12,11.2
2000,"Tampa Bay-St. Petersburg, FL","FL",11.7,20.4
2000,"Iberia, LA","LA",11.4,13.5
2000,"San Francisco Area, CA","CA",11.2,8.5
2000,"Monterey, CA","CA",10.9,2.4
2000,"Cape Canaveral, FL","FL",10.9,15.3
2000,"Apalachicola, FL","FL",10.3,11.4
2000,"Haines, AK","AK",9.9,4.1
2000,"Ocean City, MD","MD",9.6,6.6
2000,"Stonington, CT","CT",9.5,9.7
2000,"Long Beach-Barnegat, NJ","NJ",9.1,14.6
2000,"Oriental-Vandemere, NC","NC",8.6,10.9
2000,"Wrangell, AK","AK",8.3,5.9
2000,"Fort Myers, FL","FL",7.9,16.5
2000,"Freeport, TX","TX",7.5,22.8
2000,"Lafitte-Barataria, LA","LA",7.4,10.8
2000,"Fort Bragg, CA","CA",7.4,6.7
2000,"Belhaven-Washington, NC","NC",7.3,5.6
2000,"Santa Barbara, CA","CA",7.1,6.7
2000,"Charleston-Mt. Pleasant, SC","SC",6.9,14.1
2000,"Boston, MA","MA",6.8,9.1
2000,"Juneau, AK","AK",6.7,11.6
2000,"Blaine, WA","WA",6.7,5.4
2000,"Aransas Pass-Rockport, TX","TX",6.7,17.8
2000,"Bon Secour-Gulf Shores, AL","AL",5.5,12.5
2000,"Mayport, FL","FL",4.5,9.9
2000,"Beaufort, SC","SC",4.3,7.7
2000,"Darien-Bellville, GA","GA",4.2,9.4
2000,"New London, CT","CT",4,3.5
2000,"Belford, NJ","NJ",3.9,2.6
2000,"Seattle, WA","WA",3.8,7.6
2000,"Port Lavaca, TX","TX",3.6,6.1
2000,"Everglades City, FL","FL",3.5,9
2000,"Jonesport, ME","ME",3.2,9.1
2000,"Ft. Pierce-St.Lucie, FL","FL",3.2,4.5
2000,"Sneads Ferry-Swansboro, NC","NC",3.1,6.3
2000,"Georgetown, SC","SC",3,5.9
2000,"Houston, TX","TX",2.9,5.4
2000,"Greenport, NY","NY",2.9,2.1
2000,"Chincoteague, VA","VA",2.9,2.4
2000,"San Diego, CA","CA",2.6,5.2
2000,"Brunswick, GA","GA",1.9,5.1
2000,"Anchorage, AK","AK",1.5,0.4
2000,"Craig, AK","AK",1.3,1.6
1999,"Dutch Harbor, AK","AK",678.3,140.8
1999,"Empire-Venice, LA","LA",435,64
1999,"Cameron, LA","LA",406,36
1999,"Reedville, VA","VA",378.6,32.4
1999,"Intracoastal City, LA","LA",369,21
1999,"Kodiak, AK","AK",331.6,100.8
1999,"Pascagoula-Moss Point, MS","MS",250.5,16
1999,"Los Angeles, CA","CA",194.7,36.1
1999,"Ketchikan, AK","AK",159.4,39.9
1999,"Port Hueneme-Oxnard-Ventura, CA","CA",155.9,32.3
1999,"Morgan City-Berwick, LA","LA",137,16
1999,"Astoria, OR","OR",118.2,23.1
1999,"Petersburg, AK","AK",99.2,34.1
1999,"Newport, OR","OR",92.4,19.6
1999,"New Bedford, MA","MA",86.2,129.9
1999,"Point Judith, RI","RI",70.4,51.1
1999,"Cape May-Wildwood, NJ","NJ",64,26.6
1999,"Naknek, AK","AK",62.3,46.5
1999,"Cordova, AK","AK",62.2,30.8
1999,"Portland, ME","ME",55.6,42.4
1999,"Gloucester, MA","MA",50.1,25.6
1999,"Dulac-Chauvin, LA","LA",42,49
1999,"Seward, AK","AK",41.8,41.5
1999,"Atlantic City, NJ","NJ",41.2,20
1999,"Moss Landing, CA","CA",40.7,6.1
1999,"Sitka, AK","AK",36.2,32.6
1999,"Rockland, ME","ME",35.8,3.9
1999,"Wanchese-Stumpy Point, NC","NC",33.6,22.7
1999,"Point Pleasant, NJ","NJ",33.4,17.2
1999,"Honolulu, HI","HI",30.6,52.1
1999,"Coos Bay-Charleston, OR","OR",26,11.8
1999,"Westport, WA","WA",25.6,10.8
1999,"Brownsville-Port Isabel, TX","TX",23.3,67.3
1999,"Wrangell, AK","AK",23.2,8.5
1999,"Hampton Roads Area, VA","VA",21.9,39.4
1999,"Bellingham, WA","WA",21.2,16.9
1999,"Provincetown-Chatham, MA","MA",20,12.9
1999,"Key West, FL","FL",19.8,51.9
1999,"Kenai, AK","AK",19.6,22.9
1999,"Golden Meadow-Leeville, LA","LA",19,29
1999,"Galveston, TX","TX",18,33.1
1999,"Bayou La Batre, AL","AL",17.8,40
1999,"Homer, AK","AK",17.4,34.6
1999,"Delacroix-Yscloskey, LA","LA",16,17
1999,"Engelhard-Swanquarter, NC","NC",15.7,11.9
1999,"Crescent City, CA","CA",14.3,11.6
1999,"Grand Isle, LA","LA",14,12
1999,"Gulfport-Biloxi, MS","MS",13.4,27.9
1999,"Delcambre, LA","LA",13,25
1999,"Montauk, NY","NY",12.9,12.1
1999,"Palacios, TX","TX",12.8,35.9
1999,"Eureka, CA","CA",12.1,9.7
1999,"Hampton Bay-Shinnicock, NY","NY",11.7,8.4
1999,"Tampa Bay-St. Petersburg, FL","FL",11.1,19.2
1999,"Oriental-Vandemere, NC","NC",11,10.1
1999,"Ocean City, MD","MD",10.9,6.2
1999,"Belhaven-Washington, NC","NC",10.8,7.9
1999,"Ilwaco-Chinook, WA","WA",10.5,4.2
1999,"Orleans, LA","LA",10,6
1999,"Long Beach-Barnegat, NJ","NJ",9.8,12.1
1999,"Fort Myers, FL","FL",9.7,18.9
1999,"San Francisco Area, CA","CA",9.5,7.7
1999,"Port Arthur, TX","TX",8.9,22.4
1999,"Cape Canaveral, FL","FL",8.9,11.9
1999,"Port St. Joe, FL","FL",8.3,6.3
1999,"Boston, MA","MA",8.3,9.4
1999,"Lafitte-Barataria, LA","LA",8,10
1999,"Iberia, LA","LA",8,9
1999,"Fort Bragg, CA","CA",7.9,5.9
1999,"Stonington, CT","CT",7.6,8.7
1999,"Juneau, AK","AK",7.6,14.4
1999,"Anchorage, AK","AK",7.2,4.1
1999,"Santa Barbara, CA","CA",7,8.7
1999,"Haines, AK","AK",7,4.2
1999,"Charleston-Mt. Pleasant, SC","SC",6.8,12
1999,"Apalachicola, FL","FL",6.8,10.3
1999,"Blaine, WA","WA",6.5,3.2
1999,"Belford, NJ","NJ",6.4,3
1999,"Aransas Pass-Rockport, TX","TX",6.4,15
1999,"Brookings, OR","OR",6.2,5.3
1999,"Beaufort, SC","SC",6.2,8.5
1999,"Freeport, TX","TX",5.9,16.6
1999,"Craig, AK","AK",5.8,2.1
1999,"Monterey, CA","CA",5.7,2.2
1999,"Greenport, NY","NY",5.7,3.3
1999,"New London, CT","CT",5.4,3.9
1999,"Darien-Bellville, GA","GA",4.9,9.2
1999,"Chincoteague, VA","VA",4.9,2.1
1999,"Bon Secour-Gulf Shores, AL","AL",4.7,9.1
1999,"Panama City, FL","FL",4.1,5.2
1999,"San Diego, CA","CA",4,5.1
1999,"Mayport, FL","FL",3.9,7.7
1999,"Seabrook, TX","TX",3.8,9.6
1999,"Anacortes-La Conner, WA","WA",3.5,6.1
1999,"Georgetown, SC","SC",3.4,6.4
1999,"Stonington, ME","ME",3.2,9.1
1999,"Seattle, WA","WA",2.7,6
1999,"Jonesport, ME","ME",2.5,7
1998,"Dutch Harbor, AK","AK",597.1,110
1998,"Reedville, VA","VA",509,42.6
1998,"Kodiak, AK","AK",357.6,78.7
1998,"Empire-Venice, LA","LA",328,38.3
1998,"Seattle, WA","WA",312.8,22.3
1998,"Cameron, LA","LA",257.4,29.8
1998,"Intracoastal City, LA","LA",206.7,12.7
1998,"Pascagoula-Moss Point, MS","MS",193.2,13.8
1998,"Morgan City-Berwick, LA","LA",158.6,17.8
1998,"Los Angeles, CA","CA",150.9,26.3
1998,"Newport, OR","OR",117.6,14.1
1998,"Gloucester, MA","MA",107.1,28.4
1998,"Ketchikan, AK","AK",99.9,22.8
1998,"Cape May-Wildwood, NJ","NJ",93.9,29.3
1998,"New Bedford, MA","MA",91.9,94.9
1998,"Astoria, OR","OR",87.7,18
1998,"Point Judith, RI","RI",75.4,42.6
1998,"Petersburg, AK","AK",73,26.1
1998,"Portland, ME","ME",46.5,35.2
1998,"Cordova, AK","AK",45.4,20.7
1998,"Seward, AK","AK",45,26.3
1998,"Rockland, ME","ME",39,6.4
1998,"Atlantic City, NJ","NJ",37.3,17.8
1998,"Wanchese-Stumpy Point, NC","NC",36.7,24.7
1998,"Westport, WA","WA",34.5,12.8
1998,"Naknek, AK","AK",34.1,29.5
1998,"Point Pleasant, NJ","NJ",32.9,16.7
1998,"Dulac-Chauvin, LA","LA",30.5,38.7
1998,"Honolulu, HI","HI",28.3,49
1998,"Moss Landing, CA","CA",27.6,4.2
1998,"Hampton Roads Area, VA","VA",24.8,33.9
1998,"Brownsville-Port Isabel, TX","TX",24.7,64.2
1998,"Bellingham, WA","WA",24,16.7
1998,"Bayou La Batre, AL","AL",23.6,36.4
1998,"Crescent City, CA","CA",22.9,11
1998,"Sitka, AK","AK",19.3,24.3
1998,"Homer, AK","AK",19,18.9
1998,"Key West, FL","FL",18.9,44.8
1998,"Kenai, AK","AK",18.7,10.3
1998,"Ilwaco-Chinook, WA","WA",18.1,9.6
1998,"Wrangell, AK","AK",17.9,5.7
1998,"Engelhard-Swanquarter, NC","NC",17.7,12.5
1998,"Golden Meadow-Leeville, LA","LA",17.6,27.1
1998,"Provincetown-Chatham, MA","MA",17.2,9.9
1998,"Galveston, TX","TX",16.3,27.9
1998,"Port Hueneme-Oxnard-Ventura, CA","CA",16.2,8
1998,"Hampton Bay-Shinnicock, NY","NY",14.7,9.7
1998,"Port Arthur, TX","TX",14.6,32.6
1998,"Palacios, TX","TX",14.6,32.6
1998,"Coos Bay-Charleston, OR","OR",14.6,8.2
1998,"Tampa Bay-St. Petersburg, FL","FL",14.4,28.7
1998,"Grand Isle, LA","LA",14.4,17.1
1998,"Gulfport-Biloxi, MS","MS",14.1,30.1
1998,"Delacroix-Yscloskey, LA","LA",14,15.6
1998,"Eureka, CA","CA",12.8,9
1998,"Montauk, NY","NY",12.7,12.1
1998,"Long Beach-Barnegat, NJ","NJ",12.6,10.2
1998,"Delcambre, LA","LA",12.4,22.5
1998,"Ocean City, MD","MD",11.4,6.4
1998,"Fort Myers, FL","FL",10.9,20.5
1998,"Orleans, LA","LA",10.7,6.9
1998,"Oriental-Vandemere, NC","NC",10.6,9.7
1998,"Belhaven-Washington, NC","NC",10.2,8.1
1998,"San Francisco Area, CA","CA",9.1,6.2
1998,"Boston, MA","MA",9,9.3
1998,"Cape Canaveral, FL","FL",8.9,10.6
1998,"Aransas Pass-Rockport, TX","TX",8.5,15.5
1998,"Fort Bragg, CA","CA",8.2,5.2
1998,"Newport, RI","RI",8,8.2
1998,"Greenport, NY","NY",8,4.1
1998,"Belford, NJ","NJ",7.7,2.9
1998,"Port St. Joe, FL","FL",7.3,5.7
1998,"Freeport, TX","TX",7.3,16.1
1998,"Anchorage, AK","AK",7.1,3.4
1998,"Assumption, MA","MA",7,4.4
1998,"Monterey, CA","CA",6.9,2.3
1998,"Charleston-Mt. Pleasant, SC","SC",6.8,13
1998,"Beaufort, SC","SC",6.4,8.1
1998,"Apalachicola, FL","FL",6.4,10.7
1998,"St. Martin, LA","LA",6,4.2
1998,"Lafitte-Barataria, LA","LA",5.9,7
1998,"Juneau, AK","AK",5.8,8.4
1998,"Stonington, CT","CT",5.6,6.9
1998,"Darien-Bellville, GA","GA",5.6,10
1998,"Anacortes-La Conner, WA","WA",5.6,9.5
1998,"San Diego, CA","CA",5.4,5.2
1998,"Iberia, LA","LA",5.4,5.9
1998,"Brookings, OR","OR",5.4,4.3
1998,"New London, CT","CT",5.3,2.6
1998,"Santa Barbara, CA","CA",5.1,6.4
1998,"Bon Secour-Gulf Shores, AL","AL",4.9,9.6
1998,"Stonington, ME","ME",4.6,9.7
1998,"Bodega Bay, CA","CA",4.6,5.4
1998,"Shelton, WA","WA",3.7,7.8
1998,"Mayport, FL","FL",3.5,7.3
1998,"Georgetown, SC","SC",2.9,5.3
1998,"Jonesport, ME","ME",2.8,6.5
1998,"Cape Charles-Oyster, VA","VA",2.6,1.4
1998,"Savannah, GA","GA",2.5,5
1998,"Chincoteague, VA","VA",1.3,0.8
1997,"Dutch Harbor, AK","AK",587.8,122.6
1997,"Reedville, VA","VA",499.4,32.4
1997,"Empire-Venice, LA","LA",395.9,57.8
1997,"Cameron, LA","LA",379.6,35.1
1997,"Seattle, WA","WA",336.1,22.1
1997,"Kodiak, AK","AK",277.5,88.6
1997,"Intracoastal City, LA","LA",270.8,15.5
1997,"Morgan City-Berwick, LA","LA",222.9,19.1
1997,"Los Angeles, CA","CA",168.2,31.4
1997,"Pascagoula-Moss Point, MS","MS",164.7,13.4
1997,"Astoria, OR","OR",114.8,22.4
1997,"Port Hueneme-Oxnard-Ventura, CA","CA",111.9,21.7
1997,"Newport, OR","OR",107.7,20.9
1997,"New Bedford, MA","MA",83.7,103.7
1997,"Gloucester, MA","MA",81.5,23.5
1997,"Portland, ME","ME",74.7,43.2
1997,"Point Judith, RI","RI",74.5,47.5
1997,"Cape May-Wildwood, NJ","NJ",71,29.6
1997,"Petersburg, AK","AK",70.1,29.3
1997,"Rockland, ME","ME",68.3,7.3
1997,"Ketchikan, AK","AK",65.2,19.6
1997,"Cordova, AK","AK",59.4,26.4
1997,"Moss Landing, CA","CA",44.6,9.4
1997,"Naknek, AK","AK",41.5,27.6
1997,"Atlantic City, NJ","NJ",39,20.8
1997,"Wanchese-Stumpy Point, NC","NC",38.1,24
1997,"Kenai, AK","AK",36.5,32.6
1997,"Seward, AK","AK",32.8,27.8
1997,"Crescent City, CA","CA",32.7,14.3
1997,"Dulac-Chauvin, LA","LA",32.5,42.1
1997,"Point Pleasant, NJ","NJ",32.4,16.8
1997,"Westport, WA","WA",31.3,19.6
1997,"Monterey, CA","CA",30.7,5.1
1997,"San Francisco Area, CA","CA",29.4,23.7
1997,"Honolulu, HI","HI",28.3,54
1997,"Bellingham, WA","WA",24.8,17.2
1997,"Homer, AK","AK",24.6,19.9
1997,"Hampton Roads Area, VA","VA",24.2,31.2
1997,"Coos Bay-Charleston, OR","OR",21.5,12.1
1997,"Sitka, AK","AK",21.3,28.2
1997,"Eureka, CA","CA",19.7,12.7
1997,"Key West, FL","FL",18.8,54.9
1997,"Provincetown-Chatham, MA","MA",16.8,9.3
1997,"Golden Meadow-Leeville, LA","LA",15.1,24.8
1997,"Engelhard-Swanquarter, NC","NC",14.7,10.7
1997,"Delacroix-Yscloskey, LA","LA",13.9,15.8
1997,"Fort Bragg, CA","CA",13.8,9.5
1997,"Brownsville-Port Isabel, TX","TX",13.8,46.1
1997,"Montauk, NY","NY",13.6,13.6
1997,"Hampton Bay-Shinnicock, NY","NY",13.6,9.8
1997,"Wrangell, AK","AK",13.4,7.3
1997,"Ocean City, MD","MD",13.3,7.2
1997,"Oriental-Vandemere, NC","NC",13.2,11.2
1997,"Ilwaco-Chinook, WA","WA",13.1,8.3
1997,"Grand Isle, LA","LA",12.7,15.8
1997,"Galveston, TX","TX",12.5,24.2
1997,"Belhaven-Washington, NC","NC",12.4,8.2
1997,"Bayou La Batre, AL","AL",12.1,25.8
1997,"Delcambre, LA","LA",11.9,21.6
1997,"Palacios, TX","TX",11.5,30.4
1997,"Boston, MA","MA",10.4,10.2
1997,"Cape Canaveral, FL","FL",10.3,15.6
1997,"Brookings, OR","OR",10.2,6.1
1997,"Long Beach-Barnegat, NJ","NJ",9.9,10.3
1997,"Belford, NJ","NJ",9.9,2.5
1997,"Port Arthur, TX","TX",9.5,23.9
1997,"Gulfport-Biloxi, MS","MS",9.5,23.1
1997,"Tampa Bay-St. Petersburg, FL","FL",9.4,17.6
1997,"Santa Barbara, CA","CA",9.4,8.8
1997,"Newport, RI","RI",8.1,7.6
1997,"Aransas Pass-Rockport, TX","TX",7.8,17.4
1997,"Fort Myers, FL","FL",7.7,16
1997,"Anchorage, AK","AK",7.6,3.2
1997,"Charleston-Mt. Pleasant, SC","SC",7.1,14.6
1997,"Greenport, NY","NY",6.8,3.9
1997,"Anacortes-La Conner, WA","WA",6.5,2.8
1997,"Morro Bay, CA","CA",6.1,5.1
1997,"Lafitte-Barataria, LA","LA",6.1,9.2
1997,"Bodega Bay, CA","CA",6,5.3
1997,"Freeport, TX","TX",5.8,15.2
1997,"New London, CT","CT",5.7,3
1997,"Darien-Bellville, GA","GA",5.7,10.7
1997,"Neah Bay, WA","WA",5.6,4.2
1997,"Apalachicola, FL","FL",5.6,12.3
1997,"Stonington, CT","CT",5.4,6.6
1997,"Iberia, LA","LA",5.4,5.9
1997,"Beaufort, SC","SC",5.4,9.2
1997,"Stonington, ME","ME",5.3,10.7
1997,"Juneau, AK","AK",5.3,9.2
1997,"Jonesport, ME","ME",5.3,8.3
1997,"Mayport, FL","FL",3.9,6.1
1997,"Bon Secour-Gulf Shores, AL","AL",3.9,9.1
1997,"Panama City, FL","FL",3.6,5.5
1997,"San Diego, CA","CA",3.5,5.6
1997,"Naples, FL","FL",3.4,
1997,"Poulsbo, WA","WA",3.3,5.8
1997,"Savannah, GA","GA",3.1,6.8
1997,"Georgetown, SC","SC",3.1,5.4
1997,"Shelton, WA","WA",2.6,6.4
1997,"Chincoteague, VA","VA",1.2,0.9
1997,"Cape Charles-Oyster, VA","VA",0.7,0.4
1996,"Naples, FL","FL",,9.7
1996,"Reedville, VA","VA",584.4,37
1996,"Dutch Harbor, AK","AK",579.6,118.7
1996,"Empire-Venice, LA","LA",316.5,45.4
1996,"Cameron, LA","LA",315.7,30.6
1996,"Seattle, WA","WA",241.2,20.6
1996,"Kodiak, AK","AK",202.7,82.3
1996,"Intracoastal City, LA","LA",199,11.1
1996,"Morgan City-Berwick, LA","LA",162.9,14.2
1996,"Los Angeles, CA","CA",156.9,36.6
1996,"Pascagoula-Moss Point, MS","MS",148,10.4
1996,"Port Hueneme-Oxnard-Ventura, CA","CA",138.9,34.8
1996,"Ketchikan, AK","AK",136.8,23.7
1996,"Newport, OR","OR",115,25
1996,"Astoria, OR","OR",107,28
1996,"Petersburg, AK","AK",105,36.4
1996,"New Bedford, MA","MA",91.3,104.3
1996,"Cape May-Wildwood, NJ","NJ",82.6,30.9
1996,"Portland, ME","ME",78.3,38.8
1996,"Gloucester, MA","MA",76.9,24.3
1996,"Point Judith, RI","RI",63.4,37.8
1996,"Cordova, AK","AK",55.4,27.8
1996,"Rockland, ME","ME",52.7,6
1996,"Westport, WA","WA",45.6,31
1996,"Wanchese-Stumpy Point, NC","NC",43.4,24.6
1996,"Valdez, AK","AK",41.6,11.8
1996,"Atlantic City, NJ","NJ",40.9,21.6
1996,"Dulac-Chauvin, LA","LA",38.3,45.2
1996,"Kenai, AK","AK",37.9,31.6
1996,"Sitka, AK","AK",32,33
1996,"Seward, AK","AK",29.2,25.5
1996,"Crescent City, CA","CA",26.4,16.8
